YTID,Keywords
eDKKuZBkilg,"Whack, thwack"
eDaAFyGOVZM,Computer keyboard
eE2RqLGG-zQ,Speech;Sewing machine
eE3ngw8JU4c,Bus;Vehicle
eE8QMTqL01I,"Bird;Bird vocalization, bird call, bird song;Chirp, tweet"
eE8qE5WF5Wc,Typewriter
eEK8jUmWsg0,Music;Synthesizer
eEY8OozRve0,Motor vehicle (road);Engine;Mechanical fan;Vehicle;Noise;Speech;Car
eErByiMJk64,Drill;Tools;Power tool
eEwJit0Hqyk,Music;Pour;Water
eF7BVZza7qg,Speech;Camera
eFaU3xANLyQ,"Scissors;Speech;Inside, small room"
eFdrdiVtOhg,Beatboxing;Vocal music
eGCdWZ22pWs,Sizzle;Stir;Frying (food)
eH1gJGRw_VU,"Domestic animals, pets;Pig;Animal"
eHEeJkkMnhs,"Wild animals;Roar;Speech;Roaring cats (lions, tigers);Animal"
eHRtCdDdIdU,Sawing;Rub;Wood
eHXYOHWWeE4,Music;Speech;Boing
eHcqH6qp9Tg,Car alarm
eHhT85YNKZo,Music;Mouse;Speech
eHmfCMcOVrM,Shatter
eHqAgKN5wGc,Music;Vibraphone
eHzgeCPa6es,Stir;Frying (food)
eI-J5t8US2Q,Sampler;Music
eI-LdMARRy0,Fowl;Honk;Goose
eI2Q5xnR9qs,"Dental drill, dentist's drill;Speech"
eI6h7P2xR2A,"Clicking;Speech;Inside, small room"
eISYX9koocM,Music of Asia;Music;Salsa music
eJDEVNO-hd4,"Bee, wasp, etc.;Insect;Fly, housefly"
eJFZuX0WHgk,Drum kit;Music;Musical instrument;Ska;Roll
eJKAe7dR_6w,Shuffling cards;Speech
eJM8xH6ny28,Buzzer
eJMFTVenGJk,Psychedelic rock
eJbSPpCjXwc,Tick-tock;Tick
eJpxPl22F6w,"Fire engine, fire truck (siren);Emergency vehicle;Siren"
eJqy_Tt6mDc,Heavy metal;Music
eK18418XibM,Filing (rasp);Rub
eK8Sf4MsqYQ,"Tools;Wood;Dental drill, dentist's drill"
eKGTLoYbU7U,"Cattle, bovinae;Moo;Livestock, farm animals, working animals"
eKLuFjHhbGE,Quack;Duck;Speech;Animal
eKQLEUPywM8,Firecracker
eKcbfA-n7q0,Writing;Speech
eKgC1GuzqPE,Crow;Caw;Speech;Animal
eKmGS9mYYMU,Sizzle;Stir;Frying (food)
eLDWoVd-K4o,Oink
eLHj2Tr3ww8,Speech;Camera
eLNg9h2McDU,Squeak
eLVzoyc9zPo,Singing;Country;Music
eLpoiPXQe1Q,Fire alarm
eLujcqHJGJ8,Drum kit;Music;Musical instrument;Steelpan
eMgbS-rbhko,Crow;Caw;Speech
eMjgfCuBjLc,Sonar
eMkkbJgzl_4,Breaking;Crack;Sound effect
eMlE0tzVL2M,"Goat;Bleat;Livestock, farm animals, working animals;Animal"
eN32Y6ynqa4,Snake;Hiss
eN47CUYGgiM,Rustle
eNpFQ50WwQU,Hair dryer
eO4zCFBQhDA,"Narration, monologue;Speech"
eOxI9f9gvqo,Sneeze;Speech
ePY_ddeTSjk,Gospel music;Music
ePfrLsiCjIk,"Ratchet, pawl;Pulleys;Mechanisms"
ePlsY4CFjZc,Bicycle;Vehicle;Wind noise (microphone)
eQKF13LMaIQ,Theme music
eQmiquSEflo,Whistle
eQv47cLU_R0,Speech;Gush
eR-5WyD9dag,Liquid;Water;Animal
eRR9UtfCx6I,Bluegrass
eRRg8YfuqPw,"Cutlery, silverware"
eRale39Z2Wg,Typewriter
eRiGPyewJpI,"Wind instrument, woodwind instrument;Shofar"
eS0-D2EtoFY,Organ;Hammond organ
eSGWwqudqX0,"Electric shaver, electric razor;Speech;Inside, small room"
eSI3y1oXXyw,Whale vocalization;Music;Ocean;Speech
eSIxvnEQ6R0,Folk music;Music
eSsadT6mh7g,Brass instrument;Saxophone
eT2-B6CE81I,Mouse;Speech
eTo9rNHL1S8,Howl
eTsWDWDBpI8,Gasp;Speech
eU3QGIjugKM,Clicking;Speech
eUHQcC4Mvpw,Tubular bells
eUJ2S0qC6MU,Mains hum;Hum
eUTOVXi30gc,Music;Sonar
eUcaJDhfFVg,"Chatter;Speech;Inside, large room or hall"
eVGvC8aZnhI,"Marimba, xylophone;Glockenspiel;Mallet percussion"
eVHnX7MrWNQ,"Babbling;Speech;Inside, small room"
eVJ0Up-Cs3E,Creak;Mechanisms
eVL8ZE32jCI,"Fowl;Crowing, cock-a-doodle-doo;Cluck;Chicken, rooster"
eVjcfdxSFKQ,Heavy metal;Music;Angry music
eVuFgs5wIOw,Music;Speech;Camera
eW8blcdeixc,"Printer;Telephone dialing, DTMF;Speech"
eWNERam16Hg,Tabla;Percussion
eWPRImk4jOY,"Thump, thud"
eWSA0xubW7I,"Wind instrument, woodwind instrument;Flute;Accordion"
eWUPcvF6hC4,"Flap;Vehicle;Car;Race car, auto racing"
eWWotQXTrv8,Music;Eruption;Speech
eWgPQxJCjCI,Toothbrush
eWsTuAn_td0,Echo;Music
eX0GiIfffCc,Bouncing
eX0z6uHZga8,Tubular bells;Ding;Clang
eX1Hynef5Rc,Dial tone;Music;Speech;Hip hop music
eX2coDMQWxs,Toilet flush;Water
eXFug5WggE4,Biting
eXZCI_BoPYI,Skidding;Speech
eXf-_ddwzPk,Speech;Children playing
eXiOnYckqMU,Drum and bass;Music
eXzkoYGkxg4,Clock;Music
eY0O08co3N8,Tire squeal
eYAW5cwgBeQ,Music;Spray;Speech
eYSt2gEcnp8,Music;Harmonic
eYwwhdVA3eM,Waterfall
eZC1AP_JjXM,"Bagpipes;Wind instrument, woodwind instrument"
eZQsVitDCDs,Slosh;Speech
eZUQ2FdwIyY,Music;Chorus effect
eZl4v_Lou3I,Throbbing
eZrrzGgTpfk,"Music;Theremin;Outside, rural or natural"
eZvYi9PsAm8,Alarm clock
eZvnPXlzG4o,Rain;Rustle;Rain on surface
e_FxWfZd-a0,"Heart sounds, heartbeat"
e_HhPw57sfA,Alarm
e_PtqyCTVSk,Mouse;Speech
e_sD3OG8AV8,"Wail, moan"
ea0uee4xXL4,Sewing machine
ea6UuRTjkKs,Music;Strum;Speech
eaFQ0O9Bzxg,Ding-dong
eaGxEhvfoMo,Computer keyboard;Typing
eaJrclwcZb0,Singing;Humming
eab8WrL--q8,"Music;Steel guitar, slide guitar"
eagwMgFwKkE,Music;Funny music
eanZWgUZkmA,Pour
eapyrh5XzgY,"Domestic animals, pets;Speech;Dog;Animal;Breathing"
ebBDFD332FM,Quack;Duck;Animal
ebZ7Xt7B87A,Jet engine
ebhTLAnD8nQ,Country;Music;Song
ec8nJ0kUK3E,"Female speech, woman speaking;Speech"
ecFTdC_k_H8,Pig;Squeal;Speech
ecHgcc5MpyA,Harp;Pizzicato
ecS6SJGkhIw,Banjo;Country
ecbomLkTcno,Spray;Speech
ecdYeRJYdzE,Music;Sad music
eceBK3WXib8,Heavy metal;Music;Song;Progressive rock
eceLeLKCo6A,Explosion;Eruption;Speech
echeYDYFhlY,Music;Exciting music
ed-maLSYKLs,Clang
edS5WVQlhxg,Hiccup;Speech
edgmsGYFqzM,Chirp tone
edvmrZI-gBg,"Jingle, tinkle"
ee0r3sqbrxI,"Fill (with liquid);Speech;Inside, small room"
eeU-yY0S2A4,"Music;Air horn, truck horn;Speech"
eeU3VAba-og,"Clicking;Speech;Inside, small room"
eeVQE24tYAY,Humming
eesWRPDG6ZI,"Crying, sobbing;Music;Speech"
eeuaqSEIiTY,Ping
eeyKoBYP1r0,"Ratchet, pawl;Pulleys;Gears;Mechanisms"
eezaOfrLOkM,Brass instrument;French horn;Trombone
efGICBEXQrA,Tambourine
efNuSjIANlc,Ringtone;Telephone bell ringing
efoanrO2giA,Hair dryer
eg9i3zTUTLQ,Music;Zing
egBr8_Nsm78,Timpani
egE9vaE50U0,Whale vocalization;Music
egFLGPoPMCQ,"Propeller, airscrew;Vehicle"
egK4XyDPpdc,Squish;Speech
egOBhLNMnTo,Music;Musical instrument;Thunk;Speech
egUQazbWCM4,Hoot;Owl
egnfs-wrCi0,Yodeling;Music
egwB_wWn2ZQ,"Female speech, woman speaking;Speech"
eh24v1Ly3y0,Cymbal;Hi-hat
eh3tLj91K70,"Marimba, xylophone;Glockenspiel;Mallet percussion"
ehHztQcV3gE,"Electric shaver, electric razor;Inside, small room"
ehJKd9HLA04,Traditional music;Music
ehS1MmMc4to,Tubular bells;Church bell
ehXNkYVFkmc,Lawn mower;Speech
ehZMQ9Q1Jko,Background music;Theme music;Music;Soundtrack music
eiJPj13QyWw,Speech;Pink noise
eibbW7B53Tc,Computer keyboard
eikfRF66hRA,"Electric shaver, electric razor;Speech"
eiphyOcQ27Y,Music of Africa;Music
eixsIjV6Fek,Snake;Hiss
eiyza60rtDs,Gargling;Speech
ejMsSBTmsso,Dial tone;Speech
ejoPj5VKxRI,Music;Ambient music
ek1ZTTDr1f4,Wind chime;Chime
ekPRJdtHx1Y,Music;Lullaby
eka3CsdumkE,Speech;White noise
ekiQLS263dk,"Chink, clink;Speech"
ekix8JsPfXo,"Waves, surf;Ocean;Rustle"
ekntD-DM2sU,"Cat;Chewing, mastication;Domestic animals, pets;Biting;Animal;Inside, small room"
elenxCpnd3M,"Bird flight, flapping wings"
emBBMiqY4Mw,"Giggle;Belly laugh;Speech;Inside, small room"
emFb3WeTLLg,Music;Speech;Drum machine
emNlqfjnoKQ,Banjo;Music;Speech
emfShbN-7iA,Music;Groan;Speech
emiT0fwSMgE,Shuffle;Speech
emvw_i4RIkk,"Sink (filling or washing);Water tap, faucet;Water"
en-Lm8VRjiY,Toilet flush;Water
en0haa37gnk,Singing bowl;Gong
en56uOGTwzg,"Wind instrument, woodwind instrument;Flute"
enp9fi18JqE,Creak;Mechanisms
entThp930cw,Disco;House music;Music
enxoWn8D8Ts,"Rodents, rats, mice"
eosBaG7RjZ4,Sizzle;Frying (food)
eosgQDxEAXo,"Heart sounds, heartbeat;Heart murmur"
ep2st4ZscHg,Heavy metal;Music;Punk rock;Progressive rock
epGDNMrsQb8,Motorcycle;Music;Vehicle;Engine starting
epdCSgTDXdw,Spray
eqUNT2lvvCQ,"Chewing, mastication;Biting;Inside, small room"
erFcYsC6JaY,"Music;Burst, pop"
erHadqauC8A,"Brass instrument;Trumpet;Violin, fiddle;Bowed string instrument"
erJ_Dnt-Waw,Air conditioning
erM-xCseE3Q,Flap
erPNRUjwg_g,Music;Music for children
erTNk5mXucI,"Boat, Water vehicle;Wind;Sailboat, sailing ship;Wind noise (microphone)"
er_uXYYpnzU,Fill (with liquid);Speech
ereZsbcimJw,"Motor vehicle (road);Vehicle;Tire squeal;Car;Race car, auto racing"
erhI5cUDap0,Speech;Drawer open or close
erqUSZDo0Pk,Zither;Pizzicato
err_odHDEGY,"Speech;Typewriter;Inside, small room"
eryYjuTEmpQ,"Smoke detector, smoke alarm;Beep, bleep;Speech"
esJEp1WGFl4,"Crunch;Inside, small room"
esT1SUV7jxo,Speech;Camera
esTCAafs-kY,Tick
esU_ynI1CX8,"Heart sounds, heartbeat;Heart murmur"
esZ5GzTzJ0w,Bird;Animal;Gush
etOFJS7hbtU,"Marimba, xylophone;Glockenspiel;Mallet percussion"
etYpN6Lx8OU,Vehicle;Speech;Air brake
eteFo483GUs,Bass guitar;Music
etppP5Sdo14,Siren;Civil defense siren
eudIU87I6Mk,Sigh
eukTEYuvP_A,Helicopter;Aircraft
ev6klttgYRc,Speech;Gush
evArNkBybX8,Splinter;Wood
evCwrb_f7r0,"Wail, moan;Speech"
evZUXhR_ko0,"Splash, splatter;Speech"
ev_YCCuGVSs,Music;Music for children
evy2azZk3kE,Harp;Pizzicato
evzVQ9pyimM,Whale vocalization
ew0vGxOIyHs,Music;Soundtrack music;Sad music
ewJuQI95FEU,Fireworks
ewtAB2FD2BU,"Smash, crash"
ex1J1fhotbU,Car passing by
ex27MLZXa_8,Music;Psychedelic rock
exD5okdopWc,Music of Asia;Music
ext7avks0Jk,"Whimper;Baby cry, infant cry"
ey6ianSkS6A,Quack;Duck;Speech;Animal
eyOFHNqS3T0,"Clicking;Speech;Inside, small room"
eyY6f4iQDH4,Tapping (guitar technique);Guitar;Music;Musical instrument;Plucked string instrument
ey_wXCMrS28,"Heart sounds, heartbeat"
eykvth4HdUw,"Subway, metro, underground;Train horn;Rail transport;Train;Clickety-clack"
eywoMnysS10,Rain;Raindrop;Rain on surface
ez7zdY99UM4,"Accelerating, revving, vroom;Vehicle;Heavy engine (low frequency)"
ezTLIjOaY6o,Turkey;Fowl;Gobble
ezmX7g3gflY,Organ;Electronic organ
ezt5nlOxhj4,"Basketball bounce;Trickle, dribble;Speech"
f-6QHVgMeC8,Conversation;Speech
f-Kx3Tz7GtE,Buzzer;Speech
f-dQYBH-7dQ,Music;Female singing;Synthetic singing
f-uxC4TU1VA,Mains hum;Hum
f0-p4aQwUWY,Rattle
f0QgJBvfEpc,"Laughter;Chuckle, chortle;Speech"
f0SxaRjXhEA,Door
f0diQ4g3vuY,Car passing by
f0nYKgkFvMM,"Baby cry, infant cry"
f1NV9qTjOv8,"Bagpipes;Wind instrument, woodwind instrument"
f1PI8o_Gg7A,Conversation;Speech
f1UMPPWbCrU,Music;Theremin
f24GI12Moe4,"Bird vocalization, bird call, bird song;Environmental noise;Speech;Outside, urban or manmade"
f2IBQ8MBwjo,Roar;Music
f2c3zsrRs1Y,Brass instrument;French horn
f2fMrzaRLYQ,"Rodents, rats, mice"
f2nP-hci-AQ,Music;Mandolin
f3Lvn8bGRh4,Crowd;Music;Whoop;Speech
f3MjzWjJ2oM,Giggle;Speech
f3vRQc2w_Nk,"Crying, sobbing;Speech;Baby cry, infant cry;Inside, small room"
f47LeLK_ucU,Sonar
f4PKtMpuKoA,"Electric shaver, electric razor;Speech;Inside, small room"
f4SrDs3GIxI,Organ;Hammond organ
f4jW2H6V7gk,Brass instrument;Trumpet
f5AvBc2TTQQ,Chainsaw
f5HkYigSabA,"Chewing, mastication"
f5T1Qln7YK0,"Wail, moan"
f5bqmoJNDRM,Buzz
f5zwQsUhy7Q,Theme music;Heavy metal;Music;Punk rock;Rock and roll;Progressive rock;Soundtrack music
f62-S-v2swA,Music;Ukulele;Speech
f6cIHA7b_mc,Tuning fork
f6eR6eLvaIg,Turkey;Fowl;Gobble
f6v9gp1xyPM,Siren;Civil defense siren
f79ak9A_IUo,Speech;Camera
f7OQTtTdgrA,Music;Theremin
f7SmipOh5FU,Flamenco
f7jtLE3Q8EE,Singing;Carnatic music
f7u5zH2Aa5U,"Wild animals;Speech;Roaring cats (lions, tigers);Animal"
f816HjURyVc,"Singing;Music;Steel guitar, slide guitar;Inside, large room or hall"
f8C1I7NCQYM,Music;Dance music
f8QGA4vN6HY,Cymbal;Drum;Drum kit;Hi-hat;Rimshot;Snare drum;Bass drum;Percussion
f8UEgBnqixY,"Aircraft engine;Vehicle;Aircraft;Outside, urban or manmade"
f8VwWKROmL4,Chainsaw;Speech
f8dAsd5Uwlo,Lawn mower;Power tool
f9KQdHfUlcs,Hair dryer
f9c_1p9Mte8,"Firecracker;Walk, footsteps;Speech"
f9k_lFZCzVk,Singing;Wedding music
f9rClVI52e0,"Fire engine, fire truck (siren);Emergency vehicle;Siren"
f9tznd-ABEQ,"Radio;Vehicle;Car;Race car, auto racing"
fA-CkaYF2Uc,Printer;Music
fA22MPh72m8,Music;Tambourine
fAVv7umYROE,Steelpan
fAYXr1xPP2w,Mains hum
fBDWL4vSlAE,Snort
fBQwI1843SI,Single-lens reflex camera;Speech;Camera
fBlrIaY-Vwg,Squish;Drip;Speech
fBnMhRKW5jE,Carnatic music
fCBY6IWBrdo,Squeal;Speech
fCljzvhZR4I,Screaming
fCqHSy0qflM,"Wind instrument, woodwind instrument;Flute"
fCyp3uuCj1k,Singing;Music;Song;Bluegrass
fD1xB9lDbPQ,Singing;Music;Vocal music;A capella
fDBzeSQoTu8,Music;Psychedelic rock
fDMbNCdGXBc,Country;Music;Bluegrass
fDlIO__7vv0,Cough;Speech
fE0ngHs8eRw,Singing;Yodeling;Chant
fE7tbn6Fnw4,Harpsichord;Keyboard (musical)
fEFeRM5bT8o,Christmas music;Christian music;Music
fEO0SbAuBQs,"Bark;Domestic animals, pets;Bow-wow;Speech;Dog;Animal"
fEbFORMtEPc,Coin (dropping)
fEpOocEkW9s,Whir
fFS3kxMFTH4,Bang
fFSJSkx9zNM,"Dental drill, dentist's drill;Speech"
fFYMsrMGQtU,Music;Theremin
fFnBdS5Sn1Q,Tapping (guitar technique);Music;Speech
fFzUndjB_bU,"Ambulance (siren);Fire engine, fire truck (siren);Emergency vehicle;Siren"
fGFK3Z5Cks4,"Whip;Whoosh, swoosh, swish"
fGPfAwuoYf8,Music;Roll
fGysoS5hmhw,Chant;Music
fHA5qtOU2J4,Speech;Drawer open or close
fHBSXGFTNR4,Crowd;Battle cry
fHmROtp_U00,Rub;Chopping (food)
fHsIqRhNTOQ,Pink noise
fIPsH57dZIY,Whistling
fIQQDoKp3uA,Pulse
fIVkHUtiNJs,Music;Funny music
fIcCtvB-f3s,Singing;Strum
fIvj2yZLcVg,Sneeze;Gasp;Speech
fJ36wVWhiio,Music;Shatter
fJ6ZeWYfLjA,Singing;Music;Choir
fJ8re5kbJxQ,Air conditioning
fJ9l3RlbXs4,Engine;Vehicle;Engine starting
fK4n3IASsJQ,"Motorcycle;Field recording;Vehicle;Outside, urban or manmade"
fKB04c0dXSo,Sonar
fKBY2_IG86g,"Fire engine, fire truck (siren);Emergency vehicle;Siren"
fKWioWO1XH8,Music;Helicopter;Speech
fKXD_U8jZt8,Jet engine
fKni4PUSxu4,Brass instrument;Saxophone
fKqyQWuqWMk,Didgeridoo;Music
fKuBzxi548k,"Jingle, tinkle"
fL4gKimEsBA,Conversation;Television;Speech
fLRCs7ef0Bc,Blender
fLXHaeoBcdg,Singing;Yodeling;Music
fLcfd_-j0tA,Motor vehicle (road);Engine;Rattle (instrument);Vehicle;Speech;Car
fLnF-QnR1Zw,Theme music;Music
fLpLKstiULY,Fire alarm
fLrWoS0JXGs,Sampler;Music;Speech
fM0rQLtccSA,Toothbrush;Fill (with liquid);Speech
fM8elJ4jkic,"Bagpipes;Wind instrument, woodwind instrument"
fMLoMyRp2yA,"Chewing, mastication"
fMpW89Ri9Y8,Sine wave;Tuning fork;Chirp tone
fN2-YyThNEg,Alarm clock;Speech
fN84iIt7OWI,Bathtub (filling or washing);Water
fNg-9y5xGXA,Whispering;Speech
fNomBqCHlX0,Music;Mandolin
fNp3_11a_WM,White noise
fNx_msXkxlo,Fowl;Honk;Goose
fO-QAPv2kYM,Cash register
fO94zt1Tb88,Music;Music of Bollywood
fObjRnKHrXU,Plop;Speech
fOvgWlyTdf4,Television
fOwvOtPpXB4,Keys jangling;Vehicle;Car
fPIG7nrpgec,Electric guitar;Guitar;Glass;Music;Musical instrument;Plucked string instrument;Bowed string instrument
fPYxUa1ZVAY,"Wind instrument, woodwind instrument;Flute"
fPmrDPEyOW8,"Ice cream truck, ice cream van;Speech"
fPxWzZmh7eQ,Toilet flush;Water
fQ4a_uttGCE,Laughter;Baby laughter
fQK3MzMrkMQ,"Domestic animals, pets;Speech;Dog;Growling;Animal"
fR2lhjlHR4I,Dial tone;Telephone
fRX9NT1KNAc,Hiccup;Music
fRfPTAiG0DU,Pulse
fS076ZSmfTI,"Telephone bell ringing;Speech;Inside, small room"
fSBZIB_U0Lg,Humming
fSh9xlPo7vk,"Slosh;Speech;Child speech, kid speaking"
fSl0iGxw1YI,Vehicle;Air brake
fT8FTHEHfzo,Sound effect
fTFKAh6stpI,Boiling
fTGZEmn3BY4,Singing;Carnatic music;Music;Musical instrument;Classical music
fTLOOr_RLpg,Snake
fT_ccNQxaPA,Music;Run;Speech
fTbTQXqo8Lc,Shuffling cards;Speech
fTlCcBaWYiE,Television;Speech
fU8sbRMi3PI,Writing;Speech
fU9woCZqemw,Bell;Music
fULqRAn41Gk,Engine knocking
fUa2M1vEJBQ,Tick-tock;Tick
fUklZ6lUsuI,Flamenco
fUyfYKqMP1E,Music;Electronic tuner
fV92Nh4-sWk,Banjo;Music
fVPgN06gNnA,Swing music;Music
fVlItI3w4U8,Music;Wedding music
fVxcaUv0jPE,"Domestic animals, pets;Pant;Speech;Dog;Animal"
fWBzCRl6LUs,"Vehicle;Vehicle horn, car horn, honking;Speech;Car;Outside, urban or manmade"
fWOdqEDLbEQ,Keys jangling;Music
fWTrDugFpko,"Insect;Mosquito;Fly, housefly"
fWd_b0IOsGM,"Roar;Roaring cats (lions, tigers)"
fWfQxB2pVrc,"Harmonica;Wind instrument, woodwind instrument"
fWg-YqqzJMQ,Motor vehicle (road);Engine;Vehicle;Speech;Car;Light engine (high frequency)
fWos7Z_zDgg,Explosion
fWsZ2tzfuEU,Tap;Speech
fWu8vVSSkNQ,"Wind instrument, woodwind instrument;Shofar"
fX18D1VUEAI,"Cattle, bovinae;Moo;Livestock, farm animals, working animals"
fXfNfvnDyQI,Sonar
fXyyl59aY1I,"Railroad car, train wagon;Train whistle;Rail transport;Train;Clickety-clack"
fY5cWL4SUmw,Rain;Rain on surface
fYvUB-qy4IM,Guitar;Music;Musical instrument;Chorus effect;Plucked string instrument
fYz2JflQAKA,Music;Chatter;Speech
fZD_P27ebrg,Knock;Speech
fZEUTBsfeOM,Pink noise
fZMPDCNyQxE,"Accelerating, revving, vroom;Vehicle;Car;Heavy engine (low frequency)"
fZSTpXyty9Q,"Narration, monologue;Radio;Speech"
fZrqdZFFb5c,Speech synthesizer
f_7ujxIzNmU,"Toot;Vehicle;Vehicle horn, car horn, honking"
f_9TMVInO90,Biting
f_EvjzspBpk,Run;Speech
f_GjPCYLNdU,Vehicle;Tire squeal
f_KuNcFykFc,Filing (rasp);Rub
f_NR19LpA_E,Brass instrument;Trombone
f_O34j0YKEU,Speech;Drawer open or close
f_wWMxwnOU8,Noise
faWvKxwpJX8,"Boat, Water vehicle;Waves, surf;Wind;Ocean;Sailboat, sailing ship;Wind noise (microphone)"
fax-nHME80g,"Marimba, xylophone;Glockenspiel;Mallet percussion"
fb3tkqbMBPA,Music;Roll
fbWj1v3-Hus,Bathtub (filling or washing);Water
fbyB2Yac-l0,Cash register
fcNl0kBRDKg,Music;Quack;Duck
fcUDyoytO-c,Basketball bounce;Music;Speech
fcWIVV6iKNw,Explosion;Speech
fcpVyvn5vKk,"Cello;String section;Violin, fiddle;Bowed string instrument"
fczL-Xh-Fvg,Boiling
fd5JUOIhMxQ,"Ice cream truck, ice cream van;Music"
fdV50LDw7Ek,"Squish;Speech;Inside, small room"
fdmUsDbesFc,Arrow
fdt3_-KXOhE,"Horse;Speech;Animal;Outside, rural or natural"
fe10sxFSz_I,Harp;Pizzicato
feaWVXoRz34,Croak;Frog
fee8oYWdGck,Rain;Raindrop;Rain on surface
ff3yZNYPFow,Music;Scrape
ffDjx9fnS5s,Squeal
ffGnsZTie5k,Gurgling
ffOHzO9Jkos,Whale vocalization;Music
ffWfKwi1P4E,Helicopter;Light engine (high frequency)
ffzihHh0XaM,Crow;Caw
fg-kVzrGi-s,Grunge
fg0sSitlmtA,Squawk
fg8maVmAS60,Fill (with liquid);Speech
fgL4ehWXrrA,Music;Crack;Speech
fgcUMxONR0A,Stomach rumble
fgePtd2aAZ8,"Jingle, tinkle"
fgtwncI3RuM,Progressive rock
fhB7dSUxcQI,Engine knocking;Squeal
fhB7j-lgPlM,Screaming;Music
fhT7CrdUBZg,Quack;Duck;Animal
fiAcNMpd2vM,Drum;Drum kit;Music;Musical instrument;Wedding music;Music of Latin America
fiZpOV40_Rg,"Sonar;Outside, rural or natural"
fii21uEUzPA,Music;Ambient music
fioc7suNO3s,Yodeling;Music
fjFBpOeFLB8,"Music;Burst, pop"
fjJ36C0MZys,Wheeze;Speech
fjJSS9MVBQM,Ringtone;Music;Telephone;Telephone bell ringing
fjxD32KIHgE,Wood block;Drum;Percussion
fk3PEDZai7o,"Chewing, mastication;Biting;Speech;Inside, small room"
fk5c7qDV8zc,Slam
fk6lhvFz-LA,Glass
fkwesuzrOfg,Music;Shout;Speech
fl3C1DksFMg,Turkey;Fowl;Gobble
fl9cjlv2Fbw,Background music;Music
flJI_IW5-jM,"Chuckle, chortle;Baby laughter"
flWgEk6Fga0,Alarm clock;Music
flha12N3eyo,"Chewing, mastication"
flx9fc_HiIM,Hoot
fm4gsZibPs0,Clock;Music;Music for children
fmHbWq-7-iQ,Music;Angry music
fmTUlvbfSSU,"Sizzle;Accelerating, revving, vroom"
fmXZ2zxNK70,Engine knocking;Lawn mower
fmZvgPVV2XQ,Squawk
fnCOPHxSOAs,Sanding;Rub
fnPmaZ00gic,"Music;Speech;Boing;Inside, small room"
fnUAeKbm14o,Music;Ping;Speech
fndoOosNlgA,Zither;Pizzicato
foLEI7XUaBM,"Fire engine, fire truck (siren);Emergency vehicle;Siren"
foxHN2bZXSk,Bicycle bell
fp0oCFL6w4o,Singing;Music;Ska
fpSmfkWnn4Q,Music;Pulse;Speech
fpWdNeGCKqc,"Crying, sobbing;Baby cry, infant cry"
fpaWI4bEnWE,Tapping (guitar technique);Music
fpbtmY9VfCw,Disco;Electronic music;House music;Music
fpdgtpBOh-c,Cello;Double bass;Bowed string instrument
fppKGJD3Y6c,"Bird;Bird vocalization, bird call, bird song;Chirp, tweet"
fq6bQtbW56k,Music;Run
fq86We39XDs,Gush
fqC3qK22QZg,"Bird;Turkey;Bird vocalization, bird call, bird song;Fowl;Chirp, tweet;Crowing, cock-a-doodle-doo;Cluck;Chicken, rooster"
fqCiHnoQUzo,Hum;Static
fqHyomb5D4E,"Sink (filling or washing);Water tap, faucet;Water"
fr2T-Rcgq1c,Heavy metal
frNeSUlR8ZI,"Bird;Turkey;Bird vocalization, bird call, bird song;Fowl;Gobble"
fraEiYysAi8,Rattle
frpOUQKpF1U,Music;Scratch
frqnZb8Ssjo,Cowbell;Drum;Drum kit;Rimshot;Snare drum;Bass drum;Percussion
fsDLR7pK3bs,Cowbell
fsO810ujIJI,Music;Funny music
fsWmRuLVIaU,Hiccup;Speech
fsXQHyg5qDI,Tapping (guitar technique);Guitar;Musical instrument;Plucked string instrument
fse7DbNmyNs,"Ice cream truck, ice cream van"
fsgqa6oQq50,"Run;Speech;Outside, urban or manmade"
fsuAC7yVCX8,"Railroad car, train wagon;Rail transport;Train;Train wheels squealing"
ftKCLRd9_no,Music;Musical instrument;Ukulele;Speech;Plucked string instrument
ftfyCGbJJ6k,Cash register;Speech
ftuaQ40XKow,"Crying, sobbing;Wail, moan;Speech"
fu1zSYsrkbc,"Music;Electronica;Outside, rural or natural"
fu5PSTbkCTY,"Gunshot, gunfire;Cap gun"
fuG1mhwpLzc,Music;Lullaby
fuJ8JKWFg8Y,Spray
fudxPz__Ks8,"Cutlery, silverware;Dishes, pots, and pans"
fuo-4PeDEo0,Sine wave;Chirp tone
fvG7nQuLMn8,Snoring
fvSnFEsn_NI,"Clicking;Speech;Inside, small room"
fvTh5m9RHZw,"Harmonica;Wind instrument, woodwind instrument"
fvXl_s2jCJ4,"Railroad car, train wagon;Train horn;Rail transport;Train"
fvYPQygklIo,"Boat, Water vehicle;Wind;Crowd;Ship;Wind noise (microphone)"
fvpDYGzdRmo,"Music;Musical instrument;Opera;Orchestra;Wind instrument, woodwind instrument;Flute"
fvrVsDH2LuY,Chirp tone
fw7Y8n_0sYg,Clock;Bicycle bell
fwLc41q5Sow,Alarm clock;Alarm;Speech
fwM7HJ3BNFs,"Smoke detector, smoke alarm;Beep, bleep;Speech;Inside, small room"
fwPlURyv964,Sampler;Music;Pulse
fwS-Sm3qu94,Humming;Music
fwSQ3XVZ4jE,Music;Ambient music
fwVL1NnQ3Ng,Cupboard open or close;Speech
fwXh_lMOqu0,"Harmonica;Wind instrument, woodwind instrument"
fw_cFbj9eHQ,Wood block;Drum;Percussion
